sigla,nome_munic,geocodig_m,imoveis_car,area_car
MG,Santa Rita de Caldas,3159209,1437,40223.4866
MG,Santa Rita de Ibitipoca,3159407,530,22196.6612
MG,Santa Rita de Jacutinga,3159308,551,29720.8867
MG,Santa Rita de Minas,3159357,204,4462.996
MG,Santa Rita do Itueto,3159506,588,26168.3641
MG,Santa Rita do Sapucaí,3159605,940,27262.2998
MG,Santa Rosa da Serra,3159704,475,24701.0108
MG,Santa Vitória,3159803,1166,367398.4713
MG,Santo Antônio do Amparo,3159902,767,39869.3939
MG,Santo Antônio do Aventureiro,3160009,478,17615.6125
MG,Santo Antônio do Grama,3160108,238,11821.7241
MG,Santo Antônio do Itambé,3160207,149,11876.0267
MG,Santo Antônio do Jacinto,3160306,938,32209.9562
MG,Santo Antônio do Monte,3160405,2278,85740.4773
MG,Santo Antônio do Retiro,3160454,1371,39432.7387
MG,Santo Antônio do Rio Abaixo,3160504,98,5403.1909
MG,Santo Hipólito,3160603,260,37480.4536
MG,Santos Dumont,3160702,1105,41853.6547
MG,São Bento Abade,3160801,105,9869.5055
MG,São Brás do Suaçuí,3160900,242,7328.5762
MG,São Domingos das Dores,3160959,479,3758.3084
MG,São Domingos do Prata,3161007,1804,55453.9993
MG,São Félix de Minas,3161056,292,9291.3465
MG,São Francisco,3161106,4066,217282.0864
MG,São Francisco de Paula,3161205,488,23107.981
MG,São Francisco de Sales,3161304,728,95556.0196
MG,São Francisco do Glória,3161403,515,11841.4888
MG,São Geraldo,3161502,596,12530.5519
MG,São Geraldo da Piedade,3161601,195,9609.9247
MG,São Geraldo do Baixio,3161650,243,16094.5705
MG,São Gonçalo do Abaeté,3161700,578,167800.6116
MG,São Gonçalo do Pará,3161809,766,19420.5413
MG,São Gonçalo do Rio Abaixo,3161908,367,24958.4586
MG,São Gonçalo do Rio Preto,3125507,211,12669.5913
MG,São Gonçalo do Sapucaí,3162005,929,43494.9147
MG,São Gotardo,3162104,1333,66436.8414
MG,São João Batista do Glória,3162203,535,37076.1829
MG,São João da Lagoa,3162252,855,64990.5081
MG,São João da Mata,3162302,457,8582.2361
MG,São João da Ponte,3162401,2467,140536.0178
MG,São João das Missões,3162450,219,8027.8444
MG,São João del Rei,3162500,2181,100545.8664
MG,São João do Manhuaçu,3162559,896,10685.0536
MG,São João do Manteninha,3162575,233,7966.7477
MG,São João do Oriente,3162609,385,6948.7645
MG,São João do Pacuí,3162658,400,29282.1772
MG,São João do Paraíso,3162708,3866,159846.9127
MG,São João Evangelista,3162807,439,32477.9137
MG,São João Nepomuceno,3162906,773,35705.0787
MG,São Joaquim de Bicas,3162922,138,2889.4044
MG,São José da Barra,3162948,775,19896.7672
MG,São José da Lapa,3162955,81,2997.8737
MG,São José da Safira,3163003,55,11979.8164
MG,São José da Varginha,3163102,391,19040.4633
MG,São José do Alegre,3163201,513,6797.5531
MG,São José do Divino,3163300,234,20746.1841
MG,São José do Goiabal,3163409,324,9803.0506
MG,São José do Jacuri,3163508,419,22320.847
MG,São José do Mantimento,3163607,244,4723.943
MG,São Lourenço,3163706,140,2162.4937
MG,São Miguel do Anta,3163805,807,11069.6449
MG,São Pedro da União,3163904,954,18550.0025
MG,São Pedro dos Ferros,3164001,326,33956.4974
MG,São Pedro do Suaçuí,3164100,341,19968.8922
MG,São Romão,3164209,336,183364.5507
MG,São Roque de Minas,3164308,1595,117036.2789
MG,São Sebastião da Bela Vista,3164407,334,13275.5527
MG,São Sebastião da Vargem Alegre,3164431,433,6326.1704
MG,São Sebastião do Anta,3164472,384,5068.1616
MG,São Sebastião do Maranhão,3164506,360,14576.5416
MG,São Sebastião do Oeste,3164605,891,27196.4998
MG,São Sebastião do Paraíso,3164704,1712,71385.9945
MG,São Sebastião do Rio Preto,3164803,155,6698.3825
MG,São Sebastião do Rio Verde,3164902,384,8576.8546
MG,São Thomé das Letras,3165206,983,25938.5545
MG,São Tiago,3165008,1013,45803.7277
MG,São Tomás de Aquino,3165107,595,23337.771
MG,São Vicente de Minas,3165305,371,36368.7613
MG,Sapucaí-Mirim,3165404,505,16350.4168
MG,Sardoá,3165503,165,7455.4504
MG,Sarzedo,3165537,70,3326.2388
MG,Sem-Peixe,3165560,526,12146.0408
MG,Senador Amaral,3165578,478,10177.593
MG,Senador Cortes,3165602,195,7676.3028
MG,Senador Firmino,3165701,664,13407.3988
MG,Senador José Bento,3165800,504,7317.6551
MG,Senador Modestino Gonçalves,3165909,576,57689.9981
MG,Senhora de Oliveira,3166006,376,9265.4541
MG,Senhora do Porto,3166105,252,21640.7737
MG,Senhora dos Remédios,3166204,1369,18375.8923
MG,Sericita,3166303,525,10874.5865
MG,Seritinga,3166402,202,9556.6994
MG,Serra Azul de Minas,3166501,420,17850.6862
MG,Serra da Saudade,3166600,169,26979.237
MG,Serra dos Aimorés,3166709,122,14851.461
MG,Serra do Salitre,3166808,1235,112614.069
MG,Serrania,3166907,368,15575.3184
MG,Serranópolis de Minas,3166956,576,24810.8307
MG,Serranos,3167004,203,16120.3688
MG,Serro,3167103,663,50137.3216
MG,Sete Lagoas,3167202,525,28336.3377
MG,Setubinha,3165552,572,25721.1412
MG,Silveirânia,3167301,277,11982.7916
MG,Silvianópolis,3167400,1027,26272.8119
MG,Simão Pereira,3167509,109,8002.4003
MG,Simonésia,3167608,1779,29862.2341
MG,Sobrália,3167707,532,14143.0369
MG,Soledade de Minas,3167806,748,14783.2464
MG,Tabuleiro,3167905,384,16387.0414
MG,Taiobeiras,3168002,1190,81429.3163
MG,Taparuba,3168051,397,12802.1686
MG,Tapira,3168101,746,103403.3953
MG,Tapiraí,3168200,379,26003.6705
MG,Taquaraçu de Minas,3168309,328,14926.5942
MG,Tarumirim,3168408,1524,48123.3165
MG,Teixeiras,3168507,729,10924.4184
MG,Teófilo Otoni,3168606,2346,216413.0627
MG,Timóteo,3168705,166,4994.7453
MG,Tiradentes,3168804,243,4107.1567
MG,Tiros,3168903,1469,144797.4233
MG,Tocantins,3169000,790,14094.8374
MG,Tocos do Moji,3169059,625,8964.5322
MG,Toledo,3169109,749,10040.9351
MG,Tombos,3169208,721,24975.1027
MG,Três Corações,3169307,1356,64186.6007
MG,Três Marias,3169356,444,466375.2292
MG,Três Pontas,3169406,1653,59476.4074
MG,Tumiritinga,3169505,195,28641.3476
MG,Tupaciguara,3169604,1050,146846.553
MG,Turmalina,3169703,1282,84541.5967
MG,Turvolândia,3169802,807,17067.9692
MG,Ubá,3169901,1243,25436.2653
MG,Ubaí,3170008,692,49900.9009
MG,Ubaporanga,3170057,816,11887.0282
MG,Uberaba,3170107,2509,419679.8068
MG,Uberlândia,3170206,2961,367467.8174
MG,Umburatiba,3170305,155,26819.3621
MG,Unaí,3170404,3011,790778.0049
MG,União de Minas,3170438,737,108646.0219
MG,Uruana de Minas,3170479,269,50054.6728
MG,Urucânia,3170503,291,11578.9184
MG,Urucuia,3170529,724,144992.9793
MG,Vargem Alegre,3170578,225,6179.2808
MG,Vargem Bonita,3170602,368,33435.2249
MG,Vargem Grande do Rio Pardo,3170651,724,46194.6119
MG,Varginha,3170701,892,29497.0299
MG,Varjão de Minas,3170750,339,53774.116
MG,Várzea da Palma,3170800,535,168310.5014
MG,Varzelândia,3170909,853,43073.8127
MG,Vazante,3171006,845,144488.0915
MG,Verdelândia,3171030,447,121095.654
MG,Veredinha,3171071,719,25135.4175
MG,Veríssimo,3171105,433,97547.4644
MG,Vermelho Novo,3171154,484,8142.9898
MG,Vespasiano,3171204,92,3179.1816
MG,Viçosa,3171303,1202,16622.1185
MG,Vieiras,3171402,530,8238.7451
MG,Virgem da Lapa,3171600,1122,49437.8217
MG,Virgínia,3171709,1145,20528.0878
MG,Virginópolis,3171808,459,26958.3359
MG,Virgolândia,3171907,365,13651.4529
MG,Visconde do Rio Branco,3172004,1050,16236.2163
MG,Volta Grande,3172103,187,17752.8406
MG,Wenceslau Braz,3172202,373,8096.0799
MS,Água Clara,5000203,268,376951.5464
MS,Alcinópolis,5000252,594,221175.9883
MS,Amambai,5000609,1003,230884.0825
MS,Anastácio,5000708,590,157007.7058
MS,Anaurilândia,5000807,414,115754.3065
MS,Angélica,5000856,738,81913.339
MS,Antônio João,5000906,222,71191.9291
MS,Aparecida do Taboado,5001003,566,111244.725
MS,Aquidauana,5001102,719,1109833.3439
MS,Aral Moreira,5001243,618,79126.7041
MS,Bandeirantes,5001508,689,152156.0608
MS,Bataguassu,5001904,257,99600.6122
MS,Batayporã,5002001,458,72377.1075
MS,Bela Vista,5002100,580,263491.8877
MS,Bodoquena,5002159,372,119225.5553
MS,Bonito,5002209,596,225099.1514
MS,Brasilândia,5002308,462,246803.6822
MS,Caarapó,5002407,729,104262.4259
MS,Camapuã,5002605,784,341613.0964
MS,Campo Grande,5002704,1368,377216.7926
MS,Caracol,5002803,349,157834.139
MS,Cassilândia,5002902,519,192757.9595
MS,Chapadão do Sul,5002951,220,92964.6514
MS,Corguinho,5003108,304,115957.5095
MS,Coronel Sapucaia,5003157,199,55155.9093
MS,Corumbá,5003207,640,3198211.1271
MS,Costa Rica,5003256,425,214124.8746
MS,Coxim,5003306,850,308036.2144
MS,Deodápolis,5003454,968,50335.7486
MS,Dois Irmãos do Buriti,5003488,312,97287.4293
MS,Douradina,5003504,418,15437.5349
MS,Dourados,5003702,2162,181116.3982
MS,Eldorado,5003751,183,31796.68
MS,Fátima do Sul,5003801,1070,19489.5613
MS,Figueirão,5003900,406,279236.0711
MS,Glória de Dourados,5004007,1068,32073.9455
MS,Guia Lopes da Laguna,5004106,420,62685.1798
MS,Iguatemi,5004304,296,168310.066
MS,Inocência,5004403,713,291576.0729
MS,Itaporã,5004502,805,47419.9897
MS,Itaquiraí,5004601,238,84731.6532
MS,Ivinhema,5004700,1793,127127.6161
MS,Japorã,5004809,190,10821.7876
MS,Jaraguari,5004908,1310,146329.5245
MS,Jardim,5005004,273,117166.3251
MS,Jateí,5005103,417,97186.5539
MS,Juti,5005152,253,69493.5706
MS,Ladário,5005202,76,12937.0376
MS,Laguna Carapã,5005251,397,90311.4576
MS,Maracaju,5005400,554,247772.4889
MS,Miranda,5005608,241,350604.8921
MS,Mundo Novo,5005681,442,23731.5081
MS,Naviraí,5005707,447,156909.98
MS,Nioaque,5005806,660,233666.9776
MS,Nova Alvorada do Sul,5006002,391,177606.1356
MS,Nova Andradina,5006200,698,312544.2987
MS,Novo Horizonte do Sul,5006259,385,65581.9391
MS,Paraíso das Águas,5006275,31,13812.5047
MS,Paranaíba,5006309,1307,265967.9228
MS,Paranhos,5006358,160,54776.9242
MS,Pedro Gomes,5006408,467,178570.5739
MS,Ponta Porã,5006606,533,172204.6726
MS,Porto Murtinho,5006903,358,896016.7162
MS,Ribas do Rio Pardo,5007109,868,873762.6779
MS,Rio Brilhante,5007208,378,193580.5112
MS,Rio Negro,5007307,432,103014.43
MS,Rio Verde de Mato Grosso,5007406,791,492311.065
MS,Rochedo,5007505,595,92390.2662
MS,Santa Rita do Pardo,5007554,304,326740.2795
MS,São Gabriel do Oeste,5007695,596,200066.3988
MS,Selvíria,5007802,225,183793.0929
MS,Sete Quedas,5007703,223,42222.549
MS,Sidrolândia,5007901,744,208416.9679
MS,Sonora,5007935,125,209974.4519
MS,Tacuru,5007950,284,69298.3588
MS,Taquarussu,5007976,273,43936.0686
MS,Terenos,5008008,952,140845.1128
MS,Três Lagoas,5008305,878,474063.8679
MS,Vicentina,5008404,720,18599.1738
MT,Acorizal,5100102,234,51438.5201
MT,Água Boa,5100201,1014,784479.0137
MT,Alta Floresta,5100250,2641,797621.3892
MT,Alto Araguaia,5100300,752,453792.9327
MT,Alto Boa Vista,5100359,85,132186.173
MT,Alto Garças,5100409,382,339031.7374
MT,Alto Paraguai,5100508,250,148554.6546
MT,Alto Taquari,5100607,220,135772.8011
MT,Apiacás,5100805,1162,931171.1065
MT,Araguaiana,5101001,271,470062.4819
MT,Araguainha,5101209,75,54424.564
MT,Araputanga,5101258,399,157787.1321
MT,Arenápolis,5101308,154,29637.3755
MT,Aripuanã,5101407,1419,1346418.5985
MT,Barão de Melgaço,5101605,503,911651.6081
MT,Barra do Bugres,5101704,623,467514.2029
MT,Barra do Garças,5101803,527,562388.933
MT,Bom Jesus do Araguaia,5101852,507,365077.0951
MT,Brasnorte,5101902,1907,1546763.9511
MT,Cáceres,5102504,2388,2041355.8405
MT,Campinápolis,5102603,495,313654.9753
MT,Campo Novo do Parecis,5102637,394,650128.8461
MT,Campos de Júlio,5102686,538,666008.2978
MT,Campo Verde,5102678,731,465268.1924
MT,Canabrava do Norte,5102694,764,402197.1701
MT,Canarana,5102702,806,772989.8228
MT,Carlinda,5102793,1555,216167.1092
MT,Castanheira,5102850,683,326656.8701
MT,Chapada dos Guimarães,5103007,1366,459731.4042
MT,Cláudia,5103056,1320,388161.5843
MT,Cocalinho,5103106,422,1388612.0451
MT,Colíder,5103205,2250,292035.4271
MT,Colniza,5103254,1232,1623722.9553
MT,Comodoro,5103304,1342,838004.4224
MT,Confresa,5103353,2159,815751.6316
MT,Conquista D'Oeste,5103361,189,175466.7331
MT,Cotriguaçu,5103379,731,565822.2083
MT,Cuiabá,5103403,1102,190521.7373
MT,Curvelândia,5103437,281,31217.8312
MT,Denise,5103452,225,88923.3538
MT,Diamantino,5103502,993,809717.9173
MT,Dom Aquino,5103601,702,182822.7411
MT,Feliz Natal,5103700,909,680499.52
MT,Figueirópolis D'Oeste,5103809,570,76309.4527
MT,Gaúcha do Norte,5103858,850,813743.0624
MT,General Carneiro,5103908,275,246983.229
MT,Glória D'Oeste,5103957,410,78248.5492
MT,Guarantã do Norte,5104104,1576,484519.0652
MT,Guiratinga,5104203,596,370703.402
MT,Indiavaí,5104500,168,41643.1056
MT,Ipiranga do Norte,5104526,648,375317.4887
MT,Itanhangá,5104542,428,186450.19
MT,Itaúba,5104559,282,444116.9879
MT,Itiquira,5104609,636,809950.7311
MT,Jaciara,5104807,454,174246.0827
MT,Jangada,5104906,431,90930.463
MT,Jauru,5105002,552,115607.4858
MT,Juara,5105101,2013,1580785.6783
MT,Juína,5105150,2786,835659.5816
MT,Juruena,5105176,528,253197.6566
MT,Juscimeira,5105200,714,204434.2659
MT,Lambari D'Oeste,5105234,445,177189.6173
MT,Lucas do Rio Verde,5105259,976,373978.1251
MT,Luciara,5105309,175,286391.0518
MT,Marcelândia,5105580,1349,982131.3447
MT,Matupá,5105606,924,392883.4404
MT,Mirassol d'Oeste,5105622,735,107323.6062
MT,Nobres,5105903,395,303069.291
MT,Nortelândia,5106000,247,122207.1179
MT,Nossa Senhora do Livramento,5106109,1298,383013.7279
MT,Nova Bandeirantes,5106158,2054,780599.0884
MT,Nova Brasilândia,5106208,331,252283.8399
MT,Nova Canaã do Norte,5106216,1898,581366.564
MT,Nova Guarita,5108808,875,120928.8168
MT,Nova Lacerda,5106182,414,378807.3504
MT,Nova Marilândia,5108857,375,149305.46
MT,Nova Maringá,5108907,775,1067549.655
MT,Nova Monte Verde,5108956,998,489430.724
MT,Nova Mutum,5106224,1197,909895.1332
MT,Nova Nazaré,5106174,156,164305.0582
MT,Nova Olímpia,5106232,274,148177.3123
MT,Nova Santa Helena,5106190,475,203534.223
MT,Nova Ubiratã,5106240,1506,1204248.0534
MT,Nova Xavantina,5106257,972,542889.9456
MT,Novo Horizonte do Norte,5106273,663,76227.7867
MT,Novo Mundo,5106265,1740,519259.7603
MT,Novo Santo Antônio,5106315,301,317246.2595
MT,Novo São Joaquim,5106281,625,489490.4139
MT,Paranaíta,5106299,1021,444680.9589
MT,Paranatinga,5106307,1017,1917881.4819
MT,Pedra Preta,5106372,689,397714.8762
MT,Peixoto de Azevedo,5106422,1958,877851.3015
MT,Planalto da Serra,5106455,322,190891.8306
MT,Poconé,5106505,1626,1219076.8416
MT,Pontal do Araguaia,5106653,333,213331.4719
MT,Ponte Branca,5106703,145,42496.7809
MT,Pontes e Lacerda,5106752,1446,770065.4621
MT,Porto Alegre do Norte,5106778,669,312084.3154
MT,Porto dos Gaúchos,5106802,846,640303.0627
MT,Porto Esperidião,5106828,1018,498171.7491
MT,Porto Estrela,5106851,382,117375.6132
MT,Poxoréo,5107008,1318,468152.7688
MT,Primavera do Leste,5107040,598,523172.1149
MT,Querência,5107065,1326,1108224.1066
MT,Reserva do Cabaçal,5107156,298,110715.1149
MT,Ribeirão Cascalheira,5107180,1009,995331.0376
MT,Ribeirãozinho,5107198,140,33482.5477
MT,Rio Branco,5107206,268,47507.337
MT,Rondolândia,5107578,434,537453.4645
MT,Rondonópolis,5107602,1666,390259.3528
MT,Rosário Oeste,5107701,804,561193.0601
MT,Salto do Céu,5107750,497,166917.3357
MT,Santa Carmem,5107248,632,358795.4841
MT,Santa Cruz do Xingu,5107743,386,560792.1493
MT,Santa Rita do Trivelato,5107768,326,389779.1669
MT,Santa Terezinha,5107776,416,561006.2958
MT,Santo Afonso,5107263,357,112534.8376
MT,Santo Antônio do Leste,5107792,165,282749.6444
MT,Santo Antônio do Leverger,5107800,1106,1020124.6604
MT,São Félix do Araguaia,5107859,795,1310544.5238
MT,São José do Povo,5107297,279,45645.8927
MT,São José do Rio Claro,5107305,642,431586.6144
MT,São José dos Quatro Marcos,5107107,1346,105868.0978
MT,São José do Xingu,5107354,401,703968.2549
MT,São Pedro da Cipa,5107404,160,25737.7651
MT,Sapezal,5107875,436,882409.1697
MT,Serra Nova Dourada,5107883,152,163305.4471
MT,Sinop,5107909,1550,349554.3556
MT,Sorriso,5107925,1391,876524.562
MT,Tabaporã,5107941,798,736342.6877
MT,Tangará da Serra,5107958,1093,546628.5603
MT,Tapurah,5108006,657,544967.669
MT,Terra Nova do Norte,5108055,1687,277277.2485
MT,Tesouro,5108105,255,295094.9143
MT,Torixoréu,5108204,338,168933.537
MT,União do Sul,5108303,488,374738.2252
MT,Vale de São Domingos,5108352,536,125627.93
MT,Várzea Grande,5108402,322,50144.5366
MT,Vera,5108501,746,270391.4069
MT,Vila Bela da Santíssima Trindade,5105507,1511,1274026.6071
MT,Vila Rica,5108600,1660,783072.1981
PA,Abaetetuba,1500107,606,112563.6718
PA,Abel Figueiredo,1500131,279,37107.4174
PA,Acará,1500206,1992,331495.4541
PA,Afuá,1500305,283,796497.3368
PA,Água Azul do Norte,1500347,2042,529182.0299
PA,Alenquer,1500404,3445,1073925.3812
PA,Almeirim,1500503,3779,1635693.095
PA,Altamira,1500602,4180,4143130.178
PA,Anajás,1500701,340,373901.1222
PA,Ananindeua,1500800,27,11274.4423
PA,Anapu,1500859,2778,723819.3956
PA,Augusto Corrêa,1500909,183,11783.3261
PA,Aurora do Pará,1500958,1321,175309.7431
PA,Aveiro,1501006,1669,649809.453
PA,Bagre,1501105,64,284040.3658
PA,Baião,1501204,1121,225473.1148
PA,Bannach,1501253,576,295572.8383
PA,Barcarena,1501303,510,47217.0529
PA,Belém,1501402,235,24437.4378
PA,Belterra,1501451,1208,652799.8098
PA,Benevides,1501501,129,11442.9822
PA,Bom Jesus do Tocantins,1501576,1217,193258.1816
PA,Bonito,1501600,197,28810.9617
PA,Bragança,1501709,395,39948.6577
PA,Brasil Novo,1501725,2754,479726.9444
PA,Brejo Grande do Araguaia,1501758,393,109962.4379
PA,Breu Branco,1501782,2156,344769.4182
PA,Breves,1501808,201,1153345.8354
PA,Bujaru,1501907,554,33295.6533
PA,Cachoeira do Arari,1502004,87,242380.4401
PA,Cachoeira do Piriá,1501956,1142,401433.7386
PA,Cametá,1502103,699,76558.1784
PA,Canaã dos Carajás,1502152,1031,252609.1995
PA,Capanema,1502202,1119,38359.7463
PA,Capitão Poço,1502301,2313,251273.6982
PA,Castanhal,1502400,733,58078.551
PA,Chaves,1502509,401,670102.1636
PA,Colares,1502608,26,4525.0915
PA,Conceição do Araguaia,1502707,3061,584815.525
PA,Concórdia do Pará,1502756,607,63999.9643
PA,Cumaru do Norte,1502764,942,1253796.9966
PA,Curionópolis,1502772,432,220068.5518
PA,Curralinho,1502806,150,71200.1035
PA,Curuá,1502855,455,119245.9791
PA,Curuçá,1502905,151,6982.6167
PA,Dom Eliseu,1502939,1736,531016.4478
PA,Eldorado dos Carajás,1502954,3621,481515.6882
PA,Faro,1503002,361,78119.9304
PA,Floresta do Araguaia,1503044,1227,290343.8132
PA,Garrafão do Norte,1503077,828,107729.3587
PA,Goianésia do Pará,1503093,2041,568900.6117
PA,Gurupá,1503101,522,1026957.9438
PA,Igarapé-Açu,1503200,456,38330.5389
PA,Igarapé-Miri,1503309,1317,146378.351
PA,Inhangapi,1503408,226,24016.3654
PA,Ipixuna do Pará,1503457,1816,523405.1233
PA,Irituia,1503507,1070,125467.7938
PA,Itaituba,1503606,3396,1377062.3065
PA,Itupiranga,1503705,3447,853417.0446
PA,Jacareacanga,1503754,179,1019701.3802
PA,Jacundá,1503804,894,156951.15
PA,Juruti,1503903,722,773983.7659
PA,Limoeiro do Ajuru,1504000,117,104980.1276
PA,Mãe do Rio,1504059,258,32599.8831
PA,Magalhães Barata,1504109,37,3851.9639
PA,Marabá,1504208,6327,1426745.847
PA,Maracanã,1504307,126,11008.9379
PA,Marapanim,1504406,173,10748.2415
PA,Marituba,1504422,22,4047.9419
PA,Medicilândia,1504455,3614,1253961.432
PA,Melgaço,1504505,34,502620.7939
PA,Mocajuba,1504604,200,37704.8956
PA,Moju,1504703,7009,834770.8247
PA,Mojuí dos Campos,1504752,2172,492567.7871
PA,Monte Alegre,1504802,6320,638876.7521
PA,Muaná,1504901,312,202547.5918
PA,Nova Esperança do Piriá,1504950,568,187411.5447
PA,Nova Ipixuna,1504976,1088,145400.5053
PA,Nova Timboteua,1505007,140,23077.8554
PA,Novo Progresso,1505031,2418,1467767.5317
PA,Novo Repartimento,1505064,7938,1368345.1858
PA,Óbidos,1505106,2145,889296.6783
PA,Oeiras do Pará,1505205,342,230451.8257
PA,Oriximiná,1505304,2182,2108320.2134
PA,Ourém,1505403,292,37933.3388
PA,Ourilândia do Norte,1505437,1016,316169.1765
PA,Pacajá,1505486,6413,1703088.9662
PA,Palestina do Pará,1505494,399,98715.8843
PA,Paragominas,1505502,2094,1846786.279
PA,Parauapebas,1505536,798,624147.7513
PA,Pau D'Arco,1505551,625,152662.6023
PA,Peixe-Boi,1505601,149,17376.3136
PA,Piçarra,1505635,2353,333551.7377
PA,Placas,1505650,3163,671118.6509
PA,Ponta de Pedras,1505700,781,224993.4116
PA,Portel,1505809,745,2158652.2007
PA,Porto de Moz,1505908,1150,396097.3553
PA,Prainha,1506005,3760,1158622.8997
PA,Primavera,1506104,67,8592.1784
PA,Quatipuru,1506112,92,2516.7561
PA,Redenção,1506138,1642,387150.0241
PA,Rio Maria,1506161,1047,401393.673
PA,Rondon do Pará,1506187,2948,741295.0021
PA,Rurópolis,1506195,2929,630796.4039
PA,Salinópolis,1506203,131,3490.7426
PA,Salvaterra,1506302,45,48019.8266
PA,Santa Bárbara do Pará,1506351,324,17258.6933
PA,Santa Cruz do Arari,1506401,61,58608.9706
PA,Santa Isabel do Pará,1506500,617,36459.139
PA,Santa Luzia do Pará,1506559,531,72960.2219
PA,Santa Maria das Barreiras,1506583,3256,1213023.0463
PA,Santa Maria do Pará,1506609,382,19506.5154
PA,Santana do Araguaia,1506708,2135,1410547.483
PA,Santarém,1506807,2632,1574223.4141
PA,Santarém Novo,1506906,44,7743.8456
PA,Santo Antônio do Tauá,1507003,228,19538.024
PA,São Caetano de Odivelas,1507102,173,7491.2193
PA,São Domingos do Araguaia,1507151,1034,161975.241
PA,São Domingos do Capim,1507201,1837,156295.89
PA,São Félix do Xingu,1507300,8051,4081255.8218
PA,São Francisco do Pará,1507409,268,26612.9762
PA,São Geraldo do Araguaia,1507458,2289,334351.2326
PA,São João da Ponta,1507466,155,5012.4807
PA,São João de Pirabas,1507474,122,10024.6487
PA,São João do Araguaia,1507508,1121,109351.664
PA,São Miguel do Guamá,1507607,507,53014.025
PA,São Sebastião da Boa Vista,1507706,53,142678.6743
PA,Sapucaia,1507755,151,139276.9199
PA,Senador José Porfírio,1507805,1408,576610.68
PA,Soure,1507904,103,218501.7597
