sigla,nome_munic,geocodig_m,imoveis_car,area_car
PB,Ingá,2506806,339,13766.6453
PB,Itabaiana,2506905,257,13681.2351
PB,Itaporanga,2507002,1080,26136.8273
PB,Itapororoca,2507101,150,3482.1129
PB,Itatuba,2507200,243,14646.0556
PB,Jacaraú,2507309,856,14029.3226
PB,Jericó,2507408,257,7937.4969
PB,João Pessoa,2507507,35,2666.5735
PB,Juarez Távora,2507606,175,6002.0899
PB,Juazeirinho,2507705,842,30208.2157
PB,Junco do Seridó,2507804,331,7703.9348
PB,Juripiranga,2507903,31,5622.8586
PB,Juru,2508000,1151,15984.0881
PB,Lagoa,2508109,265,9076.2839
PB,Lagoa de Dentro,2508208,82,1293.0394
PB,Lagoa Seca,2508307,2752,6994.8017
PB,Lastro,2508406,258,8034.2316
PB,Livramento,2508505,676,15649.3021
PB,Logradouro,2508554,192,2294.7977
PB,Lucena,2508604,19,6750.1912
PB,Mãe d'Água,2508703,148,4204.921
PB,Malta,2508802,94,6670.3881
PB,Mamanguape,2508901,249,24204.1152
PB,Manaíra,2509008,1621,26922.5616
PB,Marcação,2509057,3,386.7274
PB,Mari,2509107,227,7845.1929
PB,Marizópolis,2509156,142,3291.0219
PB,Massaranduba,2509206,572,9884.1578
PB,Mataraca,2509305,29,8367.1718
PB,Matinhas,2509339,171,1285.6169
PB,Mato Grosso,2509370,26,819.886
PB,Maturéia,2509396,431,5171.4338
PB,Mogeiro,2509404,166,11796.1813
PB,Montadas,2509503,293,1201.6115
PB,Monte Horebe,2509602,251,5877.8578
PB,Monteiro,2509701,2789,67479.6995
PB,Mulungu,2509800,391,13267.9005
PB,Natuba,2509909,602,9536.8076
PB,Nazarezinho,2510006,765,12708.6235
PB,Nova Floresta,2510105,232,2587.205
PB,Nova Olinda,2510204,375,4858.5757
PB,Nova Palmeira,2510303,508,16010.6119
PB,Olho d'Água,2510402,442,26650.6562
PB,Olivedos,2510501,438,14687.9416
PB,Ouro Velho,2510600,254,9467.9337
PB,Parari,2510659,192,8935.1529
PB,Passagem,2510709,83,5553.598
PB,Patos,2510808,481,25094.1449
PB,Paulista,2510907,530,24629.8002
PB,Pedra Branca,2511004,454,6398.4378
PB,Pedra Lavrada,2511103,1052,19662.8059
PB,Pedras de Fogo,2511202,258,34430.4851
PB,Pedro Régis,2512721,234,1941.67
PB,Piancó,2511301,879,28936.1603
PB,Picuí,2511400,1512,28934.1966
PB,Pilar,2511509,286,8119.7536
PB,Pilões,2511608,175,3695.969
PB,Pilõezinhos,2511707,132,1523.4412
PB,Pirpirituba,2511806,282,2959.8017
PB,Pitimbu,2511905,258,4574.5714
PB,Pocinhos,2512002,1114,31657.3227
PB,Poço Dantas,2512036,142,3330.5287
PB,Poço de José de Moura,2512077,711,5847.3245
PB,Pombal,2512101,861,38039.9727
PB,Prata,2512200,207,9833.8237
PB,Princesa Isabel,2512309,1401,23466.6025
PB,Puxinanã,2512408,263,2089.3988
PB,Queimadas,2512507,1236,18281.7114
PB,Quixabá,2512606,131,5408.6025
PB,Remígio,2512705,275,5767.5739
PB,Riachão,2512747,250,4297.1197
PB,Riachão do Bacamarte,2512754,28,1039.7762
PB,Riachão do Poço,2512762,60,1882.3304
PB,Riacho de Santo Antônio,2512788,93,5758.2911
PB,Riacho dos Cavalos,2512804,280,7037.2665
PB,Rio Tinto,2512903,150,26933.6632
PB,Salgadinho,2513000,275,11568.4123
PB,Salgado de São Félix,2513109,335,11394.0755
PB,Santa Cecília,2513158,726,11506.9557
PB,Santa Cruz,2513208,599,12982.4908
PB,Santa Helena,2513307,619,11099.5401
PB,Santa Inês,2513356,349,18495.8391
PB,Santa Luzia,2513406,449,30570.9001
PB,Santana de Mangueira,2513505,718,24775.3118
PB,Santana dos Garrotes,2513604,1138,20464.2692
PB,Santarém,2513653,219,2821.5936
PB,Santa Rita,2513703,419,45452.1211
PB,Santa Teresinha,2513802,189,20513.3737
PB,Santo André,2513851,492,12980.9628
PB,São Bentinho,2513927,243,7883.7732
PB,São Bento,2513901,335,12500.3281
PB,São Domingos,2513968,200,10255.0792
PB,São Domingos do Cariri,2513943,358,9857.8399
PB,São Francisco,2513984,452,4889.4579
PB,São João do Cariri,2514008,288,31794.9205
PB,São João do Rio do Peixe,2500700,2169,24663.3329
PB,São João do Tigre,2514107,767,46945.6935
PB,São José da Lagoa Tapada,2514206,761,24219.6606
PB,São José de Caiana,2514305,355,10218.9773
PB,São José de Espinharas,2514404,208,39461.7641
PB,São José de Piranhas,2514503,882,31764.206
PB,São José de Princesa,2514552,949,10744.4864
PB,São José do Bonfim,2514602,226,8914.1282
PB,São José do Brejo do Cruz,2514651,44,8094.6699
PB,São José do Sabugi,2514701,453,13239.5294
PB,São José dos Cordeiros,2514800,722,28759.4686
PB,São José dos Ramos,2514453,54,3203.6917
PB,São Mamede,2514909,376,35631.9788
PB,São Miguel de Taipu,2515005,195,7787.6766
PB,São Sebastião de Lagoa de Roça,2515104,693,2144.0857
PB,São Sebastião do Umbuzeiro,2515203,215,27456.064
PB,Sapé,2515302,97,23625.6312
PB,Seridó,2515401,1002,11693.5893
PB,Serra Branca,2515500,1017,38181.0151
PB,Serra da Raiz,2515609,45,1789.7113
PB,Serra Grande,2515708,339,5740.0554
PB,Serra Redonda,2515807,253,2597.7775
PB,Serraria,2515906,497,3979.6267
PB,Sertãozinho,2515930,171,1709.5411
PB,Sobrado,2515971,383,2692.9215
PB,Solânea,2516003,972,10840.0178
PB,Soledade,2516102,613,33773.722
PB,Sossêgo,2516151,245,11675.7534
PB,Sousa,2516201,1477,44171.4097
PB,Sumé,2516300,566,53824.7177
PB,Tacima,2516409,404,13335.9149
PB,Taperoá,2516508,760,31936.9099
PB,Tavares,2516607,1869,14842.3477
PB,Teixeira,2516706,570,7245.3778
PB,Tenório,2516755,259,4629.3311
PB,Triunfo,2516805,708,9079.5252
PB,Uiraúna,2516904,1177,14783.0984
PB,Umbuzeiro,2517001,640,8021.6838
PB,Várzea,2517100,235,12859.4627
PB,Vieirópolis,2517209,1118,9239.982
PB,Vista Serrana,2505501,162,2479.0871
PB,Zabelê,2517407,329,7714.7517
PE,Abreu e Lima,2600054,71,2725.9614
PE,Afogados da Ingazeira,2600104,2906,26279.5462
PE,Afrânio,2600203,4381,122991.656
PE,Agrestina,2600302,485,9200.0858
PE,Água Preta,2600401,132,26796.7014
PE,Águas Belas,2600500,2973,56899.2684
PE,Alagoinha,2600609,759,12655.6286
PE,Aliança,2600708,171,25751.1473
PE,Altinho,2600807,2068,23824.7159
PE,Amaraji,2600906,146,14334.9482
PE,Angelim,2601003,647,6555.7376
PE,Araçoiaba,2601052,10,7149.8244
PE,Araripina,2601102,8556,134228.8924
PE,Arcoverde,2601201,853,25377.7342
PE,Barra de Guabiraba,2601300,105,5560.1862
PE,Barreiros,2601409,135,16228.6304
PE,Belém de Maria,2601508,167,2564.6366
PE,Belém do São Francisco,2601607,457,35804.7994
PE,Belo Jardim,2601706,1917,26753.4072
PE,Betânia,2601805,1048,66717.9656
PE,Bezerros,2601904,840,16281.1316
PE,Bodocó,2602001,4349,112273.2496
PE,Bom Conselho,2602100,3829,51664.0734
PE,Bom Jardim,2602209,616,4235.3125
PE,Bonito,2602308,374,17256.7115
PE,Brejão,2602407,495,11114.7944
PE,Brejinho,2602506,1424,8384.08
PE,Brejo da Madre de Deus,2602605,830,24702.8634
PE,Buenos Aires,2602704,57,4078.3308
PE,Buíque,2602803,5681,76504.731
PE,Cabo de Santo Agostinho,2602902,368,13163.9656
PE,Cabrobó,2603009,635,60848.4156
PE,Cachoeirinha,2603108,714,9497.8721
PE,Caetés,2603207,4027,22986.9124
PE,Calçado,2603306,1523,5630.0923
PE,Calumbi,2603405,507,4285.3771
PE,Camaragibe,2603454,14,94.5142
PE,Camocim de São Félix,2603504,176,2429.0945
PE,Camutanga,2603603,22,1251.1175
PE,Canhotinho,2603702,1041,18983.9937
PE,Capoeiras,2603801,3105,24206.4009
PE,Carnaíba,2603900,4478,31177.8574
PE,Carnaubeira da Penha,2603926,362,22951.8454
PE,Carpina,2604007,60,4302.2603
PE,Caruaru,2604106,2064,35018.2651
PE,Casinhas,2604155,778,3061.8616
PE,Catende,2604205,44,30547.2265
PE,Cedro,2604304,488,7281.178
PE,Chã de Alegria,2604403,46,2229.9528
PE,Chã Grande,2604502,302,2376.0087
PE,Condado,2604601,16,4907.7545
PE,Correntes,2604700,1144,17156.7793
PE,Cortês,2604809,25,5320.649
PE,Cumaru,2604908,503,6436.6272
PE,Cupira,2605004,249,2433.3175
PE,Custódia,2605103,1992,91275.2939
PE,Dormentes,2605152,4302,122806.3626
PE,Escada,2605202,92,26151.6379
PE,Exu,2605301,2127,89893.7281
PE,Feira Nova,2605400,353,2501.8633
PE,Ferreiros,2605509,47,4593.1769
PE,Flores,2605608,3290,45630.6294
PE,Floresta,2605707,714,125444.9012
PE,Frei Miguelinho,2605806,174,4575.2537
PE,Gameleira,2605905,25,8604.2837
PE,Garanhuns,2606002,2059,22877.8116
PE,Glória do Goitá,2606101,1059,8944.9075
PE,Goiana,2606200,111,36022.9667
PE,Granito,2606309,731,39108.3228
PE,Gravatá,2606408,1331,19225.0424
PE,Iati,2606507,1256,34281.5051
PE,Ibimirim,2606606,881,82407.1714
PE,Ibirajuba,2606705,948,12604.1398
PE,Igarassu,2606804,141,10988.2368
PE,Iguaraci,2606903,1322,62780.371
PE,Ilha de Itamaracá,2607604,6,494.3795
PE,Inajá,2607000,377,40608.1961
PE,Ingazeira,2607109,631,19022.7766
PE,Ipojuca,2607208,169,25070.4928
PE,Ipubi,2607307,2770,60725.7479
PE,Itacuruba,2607406,148,14352.1404
PE,Itaíba,2607505,3832,83932.8681
PE,Itambé,2607653,140,20943.2685
PE,Itapetim,2607703,2458,31581.9935
PE,Itapissuma,2607752,8,8495.4758
PE,Itaquitinga,2607802,27,12978.7772
PE,Jaboatão dos Guararapes,2607901,72,5114.1464
PE,Jaqueira,2607950,374,2425.8711
PE,Jataúba,2608008,987,24048.6768
PE,Jatobá,2608057,290,6044.4943
PE,João Alfredo,2608107,42,1153.6987
PE,Joaquim Nabuco,2608206,18,4293.135
PE,Jucati,2608255,1489,6363.8154
PE,Jupi,2608305,1330,6350.9836
PE,Jurema,2608404,1078,7013.6103
PE,Lagoa de Itaenga,2608503,391,4244.5875
PE,Lagoa do Carro,2608453,15,845.4734
PE,Lagoa do Ouro,2608602,1048,9909.8695
PE,Lagoa dos Gatos,2608701,598,11414.1333
PE,Lagoa Grande,2608750,1117,105512.9536
PE,Lajedo,2608800,1495,10086.2284
PE,Limoeiro,2608909,62,4271.7181
PE,Macaparana,2609006,84,5112.143
PE,Machados,2609105,132,1491.8163
PE,Manari,2609154,2017,15549.7044
PE,Maraial,2609204,164,10099.0099
PE,Mirandiba,2609303,560,42050.7773
PE,Moreilândia,2614303,984,29178.6081
PE,Moreno,2609402,38,10557.4658
PE,Nazaré da Mata,2609501,132,8791.9875
PE,Olinda,2609600,16,38.2719
PE,Orobó,2609709,875,7223.0957
PE,Orocó,2609808,572,32966.4013
PE,Ouricuri,2609907,9320,174483.2171
PE,Palmares,2610004,74,6273.833
PE,Palmeirina,2610103,594,8725.7105
PE,Panelas,2610202,1876,18527.9141
PE,Paranatama,2610301,1438,12660.3622
PE,Parnamirim,2610400,1851,144982.0723
PE,Passira,2610509,226,7655.158
PE,Paudalho,2610608,199,10616.7765
PE,Paulista,2610707,22,272.3799
PE,Pedra,2610806,1527,50589.7862
PE,Pesqueira,2610905,906,38482.0871
PE,Petrolândia,2611002,626,56855.6828
PE,Petrolina,2611101,6280,329424.3417
PE,Poção,2611200,1202,12102.7067
PE,Pombos,2611309,529,14431.8934
PE,Primavera,2611408,116,10199.1711
PE,Quipapá,2611507,62,8432.0538
PE,Quixaba,2611533,1660,14156.3333
PE,Recife,2611606,9,372.9159
PE,Riacho das Almas,2611705,1622,14889.0339
PE,Ribeirão,2611804,25,24863.3926
PE,Rio Formoso,2611903,41,34328.0726
PE,Sairé,2612000,922,8958.7531
PE,Salgadinho,2612109,26,1047.1367
PE,Salgueiro,2612208,1215,95474.4023
PE,Saloá,2612307,936,11833.1327
PE,Sanharó,2612406,551,8438.8993
PE,Santa Cruz,2612455,2617,104155.5682
PE,Santa Cruz da Baixa Verde,2612471,2118,8220.3785
PE,Santa Cruz do Capibaribe,2612505,331,8719.8799
PE,Santa Filomena,2612554,3520,83105.9448
PE,Santa Maria da Boa Vista,2612604,1184,194483.1177
PE,Santa Maria do Cambucá,2612703,330,962.2584
PE,Santa Terezinha,2612802,1182,12569.5151
PE,São Benedito do Sul,2612901,110,4792.47
PE,São Bento do Una,2613008,3031,36032.106
PE,São Caitano,2613107,1822,20725.1055
PE,São João,2613206,1877,13587.0438
PE,São Joaquim do Monte,2613305,633,11339.6625
PE,São José da Coroa Grande,2613404,11,4859.7711
PE,São José do Belmonte,2613503,1741,70266.9598
PE,São José do Egito,2613602,3771,59255.7918
PE,São Lourenço da Mata,2613701,57,13729.7742
PE,São Vicente Ferrer,2613800,229,5228.3461
PE,Serra Talhada,2613909,3915,216639.1402
PE,Serrita,2614006,1768,71949.3234
PE,Sertânia,2614105,2353,129486.7728
PE,Sirinhaém,2614204,71,28897.0801
PE,Solidão,2614402,1234,10662.6322
PE,Surubim,2614501,1361,9116.9305
PE,Tabira,2614600,2760,28780.2755
PE,Tacaimbó,2614709,1043,13569.1577
PE,Tacaratu,2614808,727,88433.4204
PE,Tamandaré,2614857,29,9348.0252
PE,Taquaritinga do Norte,2615003,808,23515.9304
PE,Terezinha,2615102,875,8507.7103
PE,Terra Nova,2615201,350,20313.6004
PE,Timbaúba,2615300,78,15656.822
PE,Toritama,2615409,64,364.2508
PE,Tracunhaém,2615508,44,8686.7706
PE,Trindade,2615607,1596,13340.8973
PE,Triunfo,2615706,2383,12728.1438
PE,Tupanatinga,2615805,2753,51328.8394
PE,Tuparetama,2615904,517,15250.2983
PE,Venturosa,2616001,981,18220.4801
PE,Verdejante,2616100,550,24073.6758
PE,Vertente do Lério,2616183,391,2035.991
PE,Vertentes,2616209,437,7103.0561
PE,Vicência,2616308,249,12381.0245
PE,Vitória de Santo Antão,2616407,261,14195.8245
PE,Xexéu,2616506,39,6307.8508
PI,Acauã,2200053,2758,100091.2517
PI,Agricolândia,2200103,64,4289.1588
PI,Água Branca,2200202,40,892.077
PI,Alagoinha do Piauí,2200251,1794,35779.7811
PI,Alegrete do Piauí,2200277,637,17317.7107
PI,Alto Longá,2200301,406,51157.3758
PI,Altos,2200400,710,38414.7046
PI,Alvorada do Gurguéia,2200459,531,145074.8982
PI,Amarante,2200509,464,35028.0218
PI,Angical do Piauí,2200608,156,13266.947
PI,Anísio de Abreu,2200707,236,16833.6259
PI,Antônio Almeida,2200806,127,34467.1761
PI,Aroazes,2200905,117,127335.3874
PI,Aroeiras do Itaim,2200954,575,12945.9219
PI,Arraial,2201002,315,15104.7789
PI,Assunção do Piauí,2201051,221,34238.2663
PI,Avelino Lopes,2201101,1086,66895.4972
PI,Baixa Grande do Ribeiro,2201150,1037,920326.0409
PI,Barra D'Alcântara,2201176,224,8845.9679
PI,Barras,2201200,465,65556.7991
PI,Barreiras do Piauí,2201309,211,155177.1465
PI,Barro Duro,2201408,64,3842.7163
PI,Batalha,2201507,320,34188.6327
PI,Bela Vista do Piauí,2201556,1376,45897.7771
PI,Belém do Piauí,2201572,615,19801.7317
PI,Beneditinos,2201606,433,31232.6964
PI,Bertolínia,2201705,342,61346.0949
PI,Betânia do Piauí,2201739,1185,41250.2746
PI,Boa Hora,2201770,141,13808.7687
PI,Bocaina,2201804,338,10824.8644
PI,Bom Jesus,2201903,504,308594.1525
PI,Bom Princípio do Piauí,2201919,68,14271.4772
PI,Bonfim do Piauí,2201929,306,9440.2781
PI,Boqueirão do Piauí,2201945,102,2793.9403
PI,Brasileira,2201960,98,12195.4656
PI,Brejo do Piauí,2201988,356,59095.7376
PI,Buriti dos Lopes,2202000,74,21529.0952
PI,Buriti dos Montes,2202026,287,112061.7202
PI,Cabeceiras do Piauí,2202059,270,19343.9159
PI,Cajazeiras do Piauí,2202075,349,24174.6985
PI,Cajueiro da Praia,2202083,15,4405.8398
PI,Caldeirão Grande do Piauí,2202091,790,31333.286
PI,Campinas do Piauí,2202109,912,41896.4688
PI,Campo Alegre do Fidalgo,2202117,667,25861.8392
PI,Campo Grande do Piauí,2202133,1010,22138.5599
PI,Campo Largo do Piauí,2202174,19,15201.8217
PI,Campo Maior,2202208,992,140936.5795
PI,Canavieira,2202251,212,85476.9087
PI,Canto do Buriti,2202307,797,164907.6318
PI,Capitão de Campos,2202406,167,13560.4066
PI,Capitão Gervásio Oliveira,2202455,639,46923.4822
PI,Caracol,2202505,231,43511.266
PI,Caraúbas do Piauí,2202539,308,19122.881
PI,Caridade do Piauí,2202554,727,34391.3547
PI,Castelo do Piauí,2202604,171,44988.1079
PI,Caxingó,2202653,46,9963.7259
PI,Cocal,2202703,661,40208.5852
PI,Cocal de Telha,2202711,138,18421.4057
PI,Cocal dos Alves,2202729,30,1763.5266
PI,Coivaras,2202737,139,15952.7671
PI,Colônia do Gurguéia,2202752,369,29006.0334
PI,Colônia do Piauí,2202778,900,22383.4041
PI,Conceição do Canindé,2202802,1336,45856.5091
PI,Coronel José Dias,2202851,473,41695.8295
PI,Corrente,2202901,1229,130508.5333
PI,Cristalândia do Piauí,2203008,858,63776.2683
PI,Cristino Castro,2203107,404,84828.9958
PI,Curimatá,2203206,832,69247.2878
PI,Currais,2203230,728,194564.5103
PI,Curralinhos,2203255,63,10428.7151
PI,Curral Novo do Piauí,2203271,937,50037.7891
PI,Demerval Lobão,2203305,207,5013.6843
PI,Dirceu Arcoverde,2203354,221,20383.3087
PI,Dom Expedito Lopes,2203404,534,8587.8708
PI,Domingos Mourão,2203420,140,10067.9957
PI,Dom Inocêncio,2203453,1630,160391.4737
PI,Elesbão Veloso,2203503,738,80317.2307
PI,Eliseu Martins,2203602,181,55579.1289
PI,Esperantina,2203701,583,35854.8162
PI,Fartura do Piauí,2203750,413,24858.1212
PI,Flores do Piauí,2203800,241,76287.9446
PI,Floresta do Piauí,2203859,485,12534.2242
PI,Floriano,2203909,856,119294.9099
PI,Francinópolis,2204006,158,3128.0283
PI,Francisco Ayres,2204105,351,19178.8769
PI,Francisco Macedo,2204154,420,12063.8978
PI,Francisco Santos,2204204,973,22690.0157
PI,Fronteiras,2204303,874,51823.2482
PI,Geminiano,2204352,556,23821.5888
PI,Gilbués,2204402,993,204989.9892
PI,Guadalupe,2204501,90,66824.8572
PI,Guaribas,2204550,397,147840.155
PI,Hugo Napoleão,2204600,170,9664.9696
PI,Ilha Grande,2204659,5,1597.8132
PI,Inhuma,2204709,786,27683.9636
PI,Ipiranga do Piauí,2204808,807,15364.9659
PI,Isaías Coelho,2204907,1867,58735.7602
PI,Itainópolis,2205003,2258,46347.6631
PI,Itaueira,2205102,621,132021.9563
PI,Jacobina do Piauí,2205151,1994,103058.4549
PI,Jaicós,2205201,2187,41256.0987
PI,Jardim do Mulato,2205250,317,22565.1436
PI,Jatobá do Piauí,2205276,433,33009.6237
PI,Jerumenha,2205300,140,145808.6917
PI,João Costa,2205359,434,26248.9946
PI,Joaquim Pires,2205409,230,27674.5804
PI,Joca Marques,2205458,163,6963.8262
PI,José de Freitas,2205508,716,64493.8971
PI,Juazeiro do Piauí,2205516,137,35520.4805
PI,Júlio Borges,2205524,771,59111.0742
PI,Jurema,2205532,304,154977.6828
PI,Lagoa Alegre,2205557,277,18285.7716
PI,Lagoa de São Francisco,2205573,48,2352.7806
PI,Lagoa do Barro do Piauí,2205565,931,79359.716
PI,Lagoa do Piauí,2205581,75,7708.987
PI,Lagoa do Sítio,2205599,483,38351.9074
PI,Lagoinha do Piauí,2205540,52,1318.4293
PI,Landri Sales,2205607,213,61219.1863
PI,Luís Correia,2205706,322,17458.022
PI,Luzilândia,2205805,395,22511.8416
PI,Madeiro,2205854,25,1170.622
PI,Manoel Emídio,2205904,97,76536.5519
PI,Marcolândia,2205953,480,9292.3104
PI,Marcos Parente,2206001,101,24069.1863
PI,Massapê do Piauí,2206050,1504,35184.2893
PI,Matias Olímpio,2206100,7,1608.6744
PI,Miguel Alves,2206209,399,60007.1568
PI,Miguel Leão,2206308,7,3822.0
PI,Milton Brandão,2206357,105,19094.3744
PI,Monsenhor Gil,2206407,332,41255.0924
PI,Monsenhor Hipólito,2206506,1158,26030.9311
PI,Monte Alegre do Piauí,2206605,1467,160885.2041
PI,Morro Cabeça no Tempo,2206654,514,139086.1576
PI,Morro do Chapéu do Piauí,2206670,166,11503.4763
PI,Murici dos Portelas,2206696,81,5180.7342
PI,Nazaré do Piauí,2206704,442,70769.1311
PI,Nazária,2206720,475,13412.5389
PI,Nossa Senhora de Nazaré,2206753,213,11216.6592
PI,Nossa Senhora dos Remédios,2206803,23,7937.4197
PI,Nova Santa Rita,2207959,831,65982.5961
PI,Novo Oriente do Piauí,2206902,281,11781.8743
PI,Novo Santo Antônio,2206951,167,20625.7938
PI,Oeiras,2207009,2606,133748.4067
PI,Olho D'Água do Piauí,2207108,109,4364.2685
PI,Padre Marcos,2207207,797,16821.1195
PI,Paes Landim,2207306,286,20824.7425
PI,Pajeú do Piauí,2207355,290,22831.652
PI,Palmeira do Piauí,2207405,718,125316.3985
PI,Palmeirais,2207504,336,56945.0217
PI,Paquetá,2207553,430,20262.1218
PI,Parnaguá,2207603,597,129782.9394
PI,Parnaíba,2207702,56,19304.2992
PI,Passagem Franca do Piauí,2207751,82,23404.0804
PI,Patos do Piauí,2207777,1290,38406.059
PI,Pau D'Arco do Piauí,2207793,365,17643.9563
PI,Paulistana,2207801,3747,186062.6299
PI,Pavussu,2207850,158,16263.4227
PI,Pedro II,2207900,260,27622.0569
PI,Pedro Laurentino,2207934,434,37291.2466
PI,Picos,2208007,2227,23403.5018
PI,Pimenteiras,2208106,957,192815.5433
PI,Pio IX,2208205,2008,165741.1721
PI,Piracuruca,2208304,571,118341.2708
PI,Piripiri,2208403,813,56411.6299
PI,Porto,2208502,20,5449.3279
PI,Porto Alegre do Piauí,2208551,36,15278.862
PI,Prata do Piauí,2208601,59,4350.2968
PI,Queimada Nova,2208650,3190,108777.8529
PI,Redenção do Gurguéia,2208700,689,72228.8699
PI,Regeneração,2208809,331,49095.2314
PI,Riacho Frio,2208858,518,123046.3202
PI,Ribeira do Piauí,2208874,354,36295.9248
PI,Ribeiro Gonçalves,2208908,625,241490.6825
PI,Rio Grande do Piauí,2209005,307,33164.8775
PI,Santa Cruz do Piauí,2209104,274,26252.781
PI,Santa Cruz dos Milagres,2209153,72,26298.8632
PI,Santa Filomena,2209203,644,323471.5559
PI,Santa Luz,2209302,511,48984.5536
PI,Santana do Piauí,2209351,554,6058.3106
PI,Santa Rosa do Piauí,2209377,377,18746.1035
PI,Santo Antônio de Lisboa,2209401,563,10313.631
PI,Santo Antônio dos Milagres,2209450,7,43.1463
PI,Santo Inácio do Piauí,2209500,480,34036.9935
PI,São Braz do Piauí,2209559,217,32812.3753
PI,São Félix do Piauí,2209609,247,23215.6924
PI,São Francisco de Assis do Piauí,2209658,1709,74908.6306
PI,São Francisco do Piauí,2209708,782,48011.8684
PI,São Gonçalo do Gurguéia,2209757,384,53352.0199
PI,São Gonçalo do Piauí,2209807,141,5078.3195
PI,São João da Canabrava,2209856,1309,22061.8134
PI,São João da Fronteira,2209872,17,51383.55
PI,São João da Serra,2209906,376,41240.1724
PI,São João da Varjota,2209955,213,10112.3372
PI,São João do Arraial,2209971,136,7054.9299
PI,São João do Piauí,2210003,864,107770.4921
PI,São José do Divino,2210052,243,19293.9464
PI,São José do Peixe,2210102,223,54401.6688
PI,São José do Piauí,2210201,1343,21002.4714
PI,São Julião,2210300,554,14314.2093
PI,São Lourenço do Piauí,2210359,328,20945.4013
PI,São Luis do Piauí,2210375,519,7298.8929
PI,São Miguel da Baixa Grande,2210383,62,8781.5876
PI,São Miguel do Fidalgo,2210391,384,29596.3198
PI,São Miguel do Tapuio,2210409,731,271990.5186
PI,São Pedro do Piauí,2210508,468,26692.6567
PI,São Raimundo Nonato,2210607,610,54046.2634
PI,Sebastião Barros,2210623,602,56957.4876
PI,Sebastião Leal,2210631,861,250755.6285
PI,Sigefredo Pacheco,2210656,584,63672.542
PI,Simões,2210706,2210,82961.6604
PI,Simplício Mendes,2210805,816,81695.8727
PI,Socorro do Piauí,2210904,390,14829.5959
PI,Sussuapara,2210938,705,6872.743
PI,Tamboril do Piauí,2210953,174,58008.8353
PI,Tanque do Piauí,2210979,353,16435.1553
PI,Teresina,2211001,1212,32805.2505
PI,União,2211100,456,60805.8504
PI,Uruçuí,2211209,1652,663215.5169
PI,Valença do Piauí,2211308,539,33011.6008
PI,Várzea Branca,2211357,187,13334.5224
PI,Várzea Grande,2211407,331,12617.3411
PI,Vera Mendes,2211506,1076,19892.5088
PI,Vila Nova do Piauí,2211605,1191,17122.4067
PI,Wall Ferraz,2211704,621,15828.5694
PR,Abatiá,4100103,721,22501.9024
PR,Adrianópolis,4100202,172,102406.4328
PR,Agudos do Sul,4100301,1787,14513.2083
PR,Almirante Tamandaré,4100400,1021,10090.9041
PR,Altamira do Paraná,4100459,613,32695.4746
PR,Altônia,4100509,2336,51536.7674
PR,Alto Paraíso,4128625,562,88748.9134
PR,Alto Paraná,4100608,807,35907.5126
PR,Alto Piquiri,4100707,536,37446.159
PR,Alvorada do Sul,4100806,508,29119.3672
PR,Amaporã,4100905,179,35390.3742
PR,Ampére,4101002,1348,25057.061
PR,Anahy,4101051,422,9364.0237
PR,Andirá,4101101,542,18722.9667
PR,Ângulo,4101150,291,9209.9863
PR,Antonina,4101200,388,83389.0694
PR,Antônio Olinto,4101309,1525,30811.5608
PR,Apucarana,4101408,1725,43212.6684
PR,Arapongas,4101507,1018,29859.7883
PR,Arapoti,4101606,816,116731.6242
PR,Arapuã,4101655,805,20055.1894
PR,Araruna,4101705,1368,42321.6185
PR,Araucária,4101804,2637,29888.1015
PR,Ariranha do Ivaí,4101853,640,21265.183
PR,Assaí,4101903,1244,37305.8221
PR,Assis Chateaubriand,4102000,4166,89822.7832
PR,Astorga,4102109,1036,39247.7395
PR,Atalaia,4102208,462,12602.3279
PR,Balsa Nova,4102307,1204,31042.8882
PR,Bandeirantes,4102406,1144,37115.0371
PR,Barbosa Ferraz,4102505,1291,47537.6179
PR,Barracão,4102604,712,11132.9277
PR,Barra do Jacaré,4102703,518,10299.395
PR,Bela Vista da Caroba,4102752,827,12562.9324
PR,Bela Vista do Paraíso,4102802,448,24247.3758
PR,Bituruna,4102901,1426,89985.7845
PR,Boa Esperança,4103008,670,28522.786
PR,Boa Esperança do Iguaçu,4103024,619,11757.3844
PR,Boa Ventura de São Roque,4103040,1361,52358.965
PR,Boa Vista da Aparecida,4103057,1061,18876.9595
PR,Bocaiúva do Sul,4103107,1034,67046.9428
PR,Bom Jesus do Sul,4103156,777,12835.9094
PR,Bom Sucesso,4103206,359,29694.5622
PR,Bom Sucesso do Sul,4103222,700,16655.582
PR,Borrazópolis,4103305,870,28946.4281
PR,Braganey,4103354,813,31576.4607
PR,Brasilândia do Sul,4103370,346,25593.9975
PR,Cafeara,4103404,204,19091.2047
PR,Cafelândia,4103453,720,25476.6218
PR,Cafezal do Sul,4103479,649,30181.4019
PR,Califórnia,4103503,632,12306.6769
PR,Cambará,4103602,1117,31193.378
PR,Cambé,4103701,952,43002.9833
PR,Cambira,4103800,604,15147.4811
PR,Campina da Lagoa,4103909,1437,72915.0807
PR,Campina do Simão,4103958,472,34861.6055
PR,Campina Grande do Sul,4104006,916,45942.3314
PR,Campo Bonito,4104055,522,39236.7947
PR,Campo do Tenente,4104105,452,28265.6368
